shipment_id,shipment_date,transport_mode,region,distance_km,shipment_volume,transportation_cost,fuel_cost,delivery_time_days,delay_days,delivery_status
SHP00047,2025-02-16,Road,Central,1368.2802301276963,70.2909681880519,3065.5855001235236,424.2071003040383,9.514218600981678,-0.16919119259696802,On-Time
SHP00048,2025-02-17,Rail,South,772.6855237212354,21.108809597343345,1152.7378256591658,162.0196800019227,5.300661593192054,3.979514729047751,Delayed
SHP00049,2025-02-18,Rail,North,374.84692355299933,84.59231993666245,1250.3076547151627,88.00816016459588,7.370938346081525,3.3837338608509224,Delayed
SHP00050,2025-02-19,Road,Central,443.971518003725,29.514810562881454,1133.179729252948,153.45069433069324,1.5459499960225318,-1.8450572672641448,On-Time
SHP00051,2025-02-20,Sea,South,1224.0618580508049,39.84335319908609,1503.3161595861184,425.5766729010419,10.055738004262018,1.9554355974764632,Delayed
SHP00052,2025-02-21,Air,West,374.12590944470213,42.34872604937631,1973.0111507965537,99.94506508014712,2.5373241642858053,2.004776515401011,Delayed
SHP00053,2025-02-22,Sea,South,339.4332250986019,48.177001559387506,631.94035251316,115.00875595064127,7.341222699675466,1.8229589490423144,Delayed
SHP00054,2025-02-23,Sea,East,1476.4639400695237,71.63246593610894,1771.1956231991746,396.96831862075055,11.362436641537192,1.4989526868639969,Delayed
SHP00055,2025-02-24,Rail,South,765.4588685962543,74.89915072502183,1384.3572947815644,175.72637852264342,6.856314073394937,2.0753864661706256,Delayed
SHP00056,2025-02-25,Sea,South,767.9196213809988,106.28778451898286,1570.5691468466507,173.06825589340318,10.994944077905792,4.25371453893499,Delayed
SHP00057,2025-02-26,Road,East,1064.4860267023616,158.96390877917506,3079.873712180639,359.81327677419296,3.294393790791894,-0.8784508330663414,On-Time
SHP00058,2025-02-27,Road,Central,1048.2882459594496,123.46745554933739,3094.9071071251024,219.42338311800702,5.33665999073519,-1.7645240581428006,On-Time
SHP00059,2025-02-28,Road,Central,624.297735960282,38.66732273893293,1427.4493831787972,173.8903418014137,6.380480798346549,2.4567878387637583,Delayed
SHP00060,2025-03-01,Road,South,1300.3313627959394,78.65124928681409,3195.014963401135,356.8619790028906,7.4959037350328925,-2.0,On-Time
SHP00061,2025-03-02,Road,East,1530.5126091630977,119.24979779561048,3794.6861370441347,467.93232309257394,9.442321438870223,2.1350596514071762,Delayed
SHP00062,2025-03-03,Road,East,275.43436679628417,105.92255246088848,1226.5768147496626,72.95465722230692,5.01359799064541,1.6923474213551175,Delayed
SHP00063,2025-03-04,Air,West,840.7576786572575,161.3681574027898,5065.047884892704,190.2538463631732,2.873381898997709,-2.0,On-Time
SHP00064,2025-03-05,Road,Central,369.44596347188366,82.12094263102358,1070.9524241299218,77.13935843751509,5.00313311137456,-1.0908416490259134,On-Time
SHP00065,2025-03-06,Road,North,510.7821935782806,55.32695591711537,1390.587399037621,145.8483371898856,4.417038873394397,4.439936314019961,Delayed
SHP00066,2025-03-07,Rail,Central,291.46688191470645,112.00716101243805,1142.9522852203545,88.0895777289833,9.357116523070447,-2.0,On-Time
SHP00067,2025-03-08,Road,Central,1698.6008315692284,81.39172930429397,3541.5966300266737,470.20433366862517,9.008568380709297,1.0314790373735714,Delayed
SHP00068,2025-03-09,Air,West,700.3268313173915,94.05105459320598,4132.201191456116,213.9636553890545,4.508490774131521,-2.0,On-Time
SHP00069,2025-03-10,Road,North,571.8593936276906,143.10904684602252,2328.807444445666,116.69282978612858,5.933070637061048,-1.272365760154414,On-Time
SHP00070,2025-03-11,Sea,West,712.9403494195627,83.31299164232107,1458.6060944305443,235.28452644848974,10.203090692981423,5.290797051068346,Delayed
SHP00071,2025-03-12,Air,North,549.256399671651,122.23910657819523,3566.883342645633,153.24651016357436,4.111111838337609,0.8086108644653486,Delayed
SHP00072,2025-03-13,Road,South,693.8053883064676,55.12007523610365,1504.5769442216035,139.8458198870102,4.389083695552248,1.7923767214073076,Delayed
SHP00073,2025-03-14,Road,North,870.2510460498512,41.894001253271625,1841.5319689948794,224.98363995563466,6.022385342079497,0.21883855893371473,Delayed
SHP00074,2025-03-15,Air,West,385.5392669572737,73.26703433023678,2270.137429729143,124.76613390153469,4.1312798627565375,-2.0,On-Time
SHP00075,2025-03-16,Air,Central,919.0088243077188,68.23491277102065,4424.958450438059,305.6490763206251,5.795314450298074,-2.0,On-Time
SHP00076,2025-03-17,Air,North,484.7240298798673,121.90091604594022,3072.915298600326,109.05826105505712,4.670828340428368,3.4460758141055807,Delayed
SHP00077,2025-03-18,Air,North,825.2392738185774,147.8988305603796,4814.852680324078,248.3270330422683,6.641582135632502,0.8822303708643366,Delayed
SHP00078,2025-03-19,Road,East,457.10156788014604,145.9615716171669,2009.3752372458423,90.04786249467847,6.301240284708819,-1.4257208898912115,On-Time
SHP00079,2025-03-20,Road,Central,1034.7103410933678,16.158358461826314,2371.603621698424,192.14860560550136,6.488860789539177,0.4448704968578497,Delayed
SHP00080,2025-03-21,Road,South,1095.581761930239,36.46337425610967,2260.619724032597,301.5784055931287,4.117316707442248,2.1539949082098713,Delayed
SHP00081,2025-03-22,Sea,West,641.1613464898616,55.169238462508936,1037.376287726397,191.14346204602816,7.4234828463921385,1.6362221189582824,Delayed
SHP00082,2025-03-23,Rail,South,2000.0,56.056613543188824,2810.921367430889,630.5674886000106,10.153509740189183,-1.4244730005396136,On-Time
SHP00083,2025-03-24,Road,Central,798.5336187979566,45.67778608229815,1913.4397345027687,189.92064907511855,5.105420632443587,-2.0,On-Time
SHP00084,2025-03-25,Road,North,247.78011351134654,55.689650471769205,730.4338267977109,44.87528781129459,5.614332425331268,-0.5176163580538649,On-Time
SHP00085,2025-03-26,Road,North,1004.8428438032031,147.12412332328944,3270.115729705172,262.7847624437201,2.0187754657150734,3.2726215898417674,Delayed
SHP00086,2025-03-27,Road,Central,1611.3333438585125,113.91037184747853,3793.059112605128,294.38271076192865,6.18683555891948,2.6359424127680264,Delayed
SHP00087,2025-03-28,Air,North,455.72778542692924,47.6404580066704,2372.6202235198857,89.15738392491645,2.4754172263849976,1.5260081623129063,Delayed
SHP00088,2025-03-29,Rail,North,264.12134599236725,63.77357427322657,972.6397704262232,62.21038481846885,4.113643609023276,0.07279897133472119,Delayed
SHP00089,2025-03-30,Sea,North,991.9458324548316,84.27282304881587,1433.2954447931475,252.27091858845202,9.105152292586748,-0.7918669051515437,On-Time
SHP00090,2025-03-31,Road,West,625.5593371015987,22.679362430908505,1415.3293536884457,142.3208828055692,3.6645657058401904,0.11917898886410039,Delayed
SHP00091,2025-04-01,Road,West,708.2903480442326,63.477052838733535,1993.514557528791,197.5542865096317,3.4575982061349237,2.4544291607553026,Delayed
SHP00092,2025-04-02,Air,East,728.0482758510153,62.80035862554967,3742.4186944735147,137.89923381670448,2.4703923211327403,3.0254765305894034,Delayed
SHP00093,2025-04-03,Air,South,494.50719155286987,61.601745873208856,3026.0225709355664,101.16556457875438,4.999958457210561,-0.15446691230566956,On-Time
SHP00094,2025-04-04,Rail,Central,535.1244590213765,115.23086748008241,1660.6400196054992,159.57086447318198,7.590576022018789,6.840578273818983,Delayed
SHP00095,2025-04-05,Air,Central,544.7287478411444,61.45292779924475,3041.4069266287725,111.21397017497506,4.243688022527952,0.7310094394426405,Delayed
SHP00096,2025-04-06,Road,Central,659.2167642120863,20.704158271140948,1557.1032420287816,190.3566090525817,4.447315434496795,-0.36738862483725443,On-Time
SHP00097,2025-04-07,Rail,East,1097.9225678249916,120.16193869418893,2523.4128341389574,207.8327736789705,9.82114576744359,4.189173596523877,Delayed
SHP00098,2025-04-08,Road,West,421.98611721933366,51.075119532810966,1207.4518152182454,105.18214435168636,5.261122761657016,-2.0,On-Time
SHP00099,2025-04-09,Road,East,1261.3570543601986,42.23102126653184,2727.826684187153,265.08630651493763,7.2363009546466035,1.7000842364133888,Delayed
SHP00100,2025-04-10,Road,Central,573.6683822335355,52.326145011100024,1660.6634720833033,113.95243650416644,3.4485072435713,0.31800401841675774,Delayed
SHP00101,2025-04-11,Road,South,1195.607766204098,149.63738877890466,3174.921427944398,330.46069385662474,6.084285293119223,4.120460799678396,Delayed
SHP00102,2025-04-12,Rail,North,1888.9526216409079,27.95256862433765,2230.938335018893,638.1204612451828,11.639494686414134,2.0123083966254796,Delayed
SHP00103,2025-04-13,Road,West,600.1027600392748,89.68643160943876,1789.043332885319,113.60773278153484,3.9377366556072664,0.8477554246041459,Delayed
SHP00104,2025-04-14,Rail,West,712.9979865681811,56.14729776217359,1041.752262366299,179.43608371775525,4.916280332095909,2.156584493866372,Delayed
SHP00105,2025-04-15,Sea,East,320.0248270713361,88.02461568881287,945.1200054285127,96.09738291176622,7.599355179344905,-2.0,On-Time
SHP00106,2025-04-16,Road,West,724.6444457450463,30.150534005124953,1592.7203045119538,187.43430868299677,7.077024192152521,2.9170495861971473,Delayed
SHP00107,2025-04-17,Road,Central,886.0801296308283,65.20930436108353,2075.27285331589,280.9798288537336,4.591376429760673,-2.0,On-Time
SHP00108,2025-04-18,Air,Central,920.0745046939348,63.659000425412735,4628.3683173104555,193.71221359733528,4.673927600580081,1.396243452035912,Delayed
SHP00109,2025-04-19,Road,East,379.80888291849277,63.65802522116694,1042.6702139794838,130.3242074466584,3.015292044525957,0.5890358527150614,Delayed
SHP00110,2025-04-20,Road,Central,948.4115992766491,32.5382578418786,2085.668473028639,232.81384751364664,6.535653857354308,-2.0,On-Time
SHP00111,2025-04-21,Road,South,448.1876403660266,47.757978448818356,1029.2820751810436,106.69861419358215,4.851057003879474,0.6723551452401241,Delayed
SHP00112,2025-04-22,Road,East,1577.5849432495177,73.57427571067169,3112.8118438762504,518.5253283416992,5.179354416563834,1.204966879265746,Delayed
SHP00113,2025-04-23,Sea,South,831.5108671255108,14.033517121085506,829.5271015016608,229.3784220699998,9.855757299279317,-1.1371899348944774,On-Time
SHP00114,2025-04-24,Air,North,681.1189231697648,29.368743047486916,3437.23808738183,182.40060855633217,0.7853334188486265,-2.0,On-Time
SHP00115,2025-04-25,Rail,South,1443.2790647239963,69.16327278283899,2297.215678713954,438.1596736515576,8.176793178845731,1.730443508570993,Delayed
SHP00116,2025-04-26,Sea,North,756.0455709047525,78.07574178878227,1130.3273958625002,210.6129910737848,9.576733448685232,1.405787502902024,Delayed
SHP00117,2025-04-27,Air,North,918.0216275714686,58.754713193602115,4616.427674731376,190.60668200284246,6.919632882410017,1.0670477231351088,Delayed
SHP00118,2025-04-28,Road,South,504.3114293326565,72.62694133444062,1554.5216591895592,148.5770036426258,4.821241503155628,0.5221044308872091,Delayed
SHP00119,2025-04-29,Sea,East,304.9542407663107,49.986154043952,687.8955527691345,61.81108646499594,6.998369555666057,-0.9164075424389919,On-Time
SHP00120,2025-04-30,Rail,Central,968.8932630232633,114.2578840728367,2037.0473511773216,307.1351046252924,7.427217334632723,6.180453631661921,Delayed
SHP00121,2025-05-01,Air,Central,1579.9996810342398,143.03368739248322,8327.173866040357,550.2431390640244,7.8952115612436335,-0.2458271006202205,On-Time
SHP00122,2025-05-02,Sea,North,565.7219036378187,30.795839147541543,494.7523910313473,138.12433840852194,7.657161028762223,-1.6627834086719582,On-Time
SHP00123,2025-05-03,Road,North,550.6520452572214,45.10938765755437,1217.9554741090465,140.75134479377547,5.969367014088647,0.6360681880253343,Delayed
SHP00124,2025-05-04,Road,East,386.2371321631822,109.1105495802723,1372.33001986511,72.57153211739369,3.425127466142686,0.04764738422220588,Delayed
SHP00125,2025-05-05,Road,West,119.97094408817229,60.93628323395424,905.6959210285676,21.87485913760426,1.8083302995533312,-0.3037820210412261,On-Time
SHP00126,2025-05-06,Road,South,651.8629363442998,97.6333963446468,2061.225214325172,219.44397779224602,4.168368848528389,5.185690226514964,Delayed
SHP00127,2025-05-07,Air,North,1046.9835275560602,121.64038978847924,5712.317747457208,211.35047128971638,2.4427348444402535,-2.0,On-Time
SHP00128,2025-05-08,Sea,Central,1054.455698109759,237.17258092909952,2628.7975277286578,269.71119553801014,8.07149054390755,0.5935926719842644,Delayed
SHP00129,2025-05-09,Road,East,342.84042732620003,55.32540019421549,1171.338139083102,109.23248662177173,3.6631043285058773,-2.0,On-Time
SHP00130,2025-05-10,Rail,South,872.4005697799739,61.66774933340279,1748.2036986519634,288.9252753495679,7.234224846406665,-0.8525619284900714,On-Time
SHP00131,2025-05-11,Road,East,1543.949955129235,11.473803596677428,2956.6245584755766,414.23807751416075,7.359721616203403,4.84028987473758,Delayed
SHP00132,2025-05-12,Road,South,834.0828387279884,138.2239731230794,2601.8642822194806,230.25317947998707,5.519793509643636,1.2036126393047328,Delayed
SHP00133,2025-05-13,Road,South,562.9615057519707,19.27345953065046,1262.2760913763434,165.42414161305518,7.7094159063346455,1.1734264879709606,Delayed
SHP00134,2025-05-14,Road,North,420.6998377950971,100.92026900832775,1605.5592772357002,144.4830571753643,4.5152817126238425,-1.8487030703196359,On-Time
SHP00135,2025-05-15,Sea,East,476.6347596492433,105.72436400709162,1413.6776307870127,134.6273435739063,6.884476892640107,-0.5615538967919544,On-Time
SHP00136,2025-05-16,Road,East,1291.2189338725757,79.5876947952482,3096.4484856015647,355.2282662644256,4.951478530341371,5.057803803896258,Delayed
SHP00137,2025-05-17,Rail,Central,616.1006892356203,60.148057336646765,1187.3454552843696,112.42038749073114,6.594900561645917,1.7484056160922778,Delayed
SHP00138,2025-05-18,Air,Central,368.85140007993186,117.11752824284567,2497.675318869842,71.46918187197761,2.25137415143029,-0.3492871291072617,On-Time
SHP00139,2025-05-19,Road,North,566.9567030602798,36.19020476776482,1250.0702625476954,157.6815313810659,2.478213141866995,1.6015181424248477,Delayed
SHP00140,2025-05-20,Sea,North,411.00921501823717,126.64427974471798,1463.4400817248975,139.39824126965414,8.789619250875054,1.1691596580280224,Delayed
SHP00141,2025-05-21,Sea,West,1193.5580651131113,48.821798429091714,1413.8606982648625,390.69634802415544,10.615061769744617,-1.598599134629691,On-Time
SHP00142,2025-05-22,Road,Central,246.96812088713443,60.676357078087115,817.3740314984655,85.70742569958135,5.936254675435782,-0.4220206213051849,On-Time
SHP00143,2025-05-23,Road,South,55.52095700662144,75.60001068962511,704.5948024409385,20.0,1.7044968044368667,6.136340255269664,Delayed
SHP00144,2025-05-24,Road,East,1201.8360433678015,75.35528477169909,2932.2656958359785,377.31433406105543,5.725866028856772,1.4800064586166024,Delayed
SHP00145,2025-05-25,Road,North,209.99940335040313,93.7824604102655,1148.524819382959,67.80209919507378,6.009936547876233,-2.0,On-Time
SHP00146,2025-05-26,Road,East,1349.2130701594976,34.293194017628366,2661.496379028059,391.4949255598559,7.038291542608286,1.7755253706160274,Delayed
SHP00147,2025-05-27,Rail,East,2000.0,71.91363823251248,3023.3738748021146,475.1749674329324,9.23087383540949,3.7577206825698655,Delayed
SHP00148,2025-05-28,Rail,West,744.1167780194747,89.92154171386213,1624.918348691747,193.39322259465845,6.053513781064703,-1.760945450381819,On-Time
SHP00149,2025-05-29,Road,Central,1039.47850797344,32.91192511697264,1844.3111591365214,338.7098123327358,3.831544490085463,-0.6421057417087004,On-Time
SHP00150,2025-05-30,Road,North,926.3168324241634,61.63116747388511,2264.9335096074487,213.7505245871917,5.604923837577303,4.134427387396295,Delayed
SHP00151,2025-05-31,Sea,East,815.3822331235557,143.88209225632497,1946.0195138538663,274.8134372870468,11.675748457443248,0.5872811720655758,Delayed
SHP00152,2025-06-01,Road,North,468.8225022240496,57.016562173072096,1302.438771229728,102.7035756824927,6.602603455685062,0.14280444302177525,Delayed
SHP00153,2025-06-02,Road,South,321.37662942689104,113.87350116412028,1648.8194473898043,98.79689336138651,1.821426906840414,-2.0,On-Time
SHP00154,2025-06-03,Road,West,650.0619886582286,70.41033869901936,1915.3441938144963,186.69459823223326,6.0521643713978195,3.176415771202168,Delayed
SHP00155,2025-06-04,Sea,South,373.0673159234691,163.39244446461223,1762.7154392690527,114.69279562405583,9.220111616206198,0.02882740812343243,Delayed
SHP00156,2025-06-05,Road,North,826.3699190202248,67.0027417049655,1895.9426654707984,210.18643468615903,4.84039881814771,-2.0,On-Time
SHP00157,2025-06-06,Rail,North,474.81120760242834,74.85885266924822,1046.2876038828558,160.74685032748488,5.6464789053028355,-2.0,On-Time
SHP00158,2025-06-07,Air,Central,273.8601112049434,115.45724375392257,2323.6287814539232,78.74033432358506,0.5,-0.9039515379567442,On-Time
SHP00159,2025-06-08,Road,East,884.3110385003176,43.407830246608995,1657.4389222316638,202.5163245245692,6.224755523227294,-2.0,On-Time
SHP00160,2025-06-09,Air,East,575.1030405552857,54.20287651624828,2999.2595673544547,165.93871420624933,1.1659934724355847,-1.789904384249946,On-Time
SHP00161,2025-06-10,Road,South,258.21240763475237,185.1500739117894,2011.956796091532,59.068328762016385,3.144067535244893,6.361674738258577,Delayed
SHP00162,2025-06-11,Rail,West,1213.8514306146503,50.63110885217526,1599.1094272378568,279.0856943087662,8.87640783451087,2.2688075341652603,Delayed
SHP00163,2025-06-12,Rail,East,695.5615993452761,77.37975472080923,1488.8634428083499,172.45180245478016,4.192253025825277,-2.0,On-Time
SHP00164,2025-06-13,Rail,Central,1188.968392074951,94.58506822997812,2326.606977817659,386.31149047209004,6.44133423584118,-0.2858047780512558,On-Time
SHP00165,2025-06-14,Road,South,771.1576148051731,155.18228354018896,2406.705564455302,204.3958183015919,7.393425257032726,0.27626648161532974,Delayed
SHP00166,2025-06-15,Air,South,496.2586006840989,24.581307501113034,2678.539694091473,146.601313057769,2.9375328550500046,-2.0,On-Time
SHP00167,2025-06-16,Road,Central,395.07863352484884,38.880971626301324,870.7148019403019,97.44002750076059,2.851499443022619,1.8359657638398574,Delayed
SHP00168,2025-06-17,Road,West,947.2909425980085,105.26233660532608,2633.4328264905785,212.96324741090748,5.9803305406537675,-2.0,On-Time
SHP00169,2025-06-18,Road,Central,1543.8802080917728,156.95030257803828,4022.047330935702,528.4529459530066,8.787246940531787,3.242367394425926,Delayed
SHP00170,2025-06-19,Rail,West,899.0411690555035,105.64231094086084,1934.4152339485586,254.07695673568512,9.342742618750037,4.10382495430721,Delayed
SHP00171,2025-06-20,Rail,Central,486.2656390999962,35.79560831695525,677.3593631045139,164.73305061051713,4.419542125038628,6.381462697392506,Delayed
SHP00172,2025-06-21,Road,Central,795.5579178932655,54.63907006785219,2058.1877571036543,170.71098538601046,3.5393157674497653,-2.0,On-Time
SHP00173,2025-06-22,Rail,North,356.3533349784958,104.31910839471107,1311.0593886344184,73.04245858000198,7.010217935863775,-2.0,On-Time
SHP00174,2025-06-23,Road,South,894.2275514668576,40.21669567480599,2174.469184574265,291.0620311275659,6.238980801166286,2.2316800856318277,Delayed
SHP00175,2025-06-24,Rail,Central,1087.4330260781896,131.04272805377173,2164.648872637147,321.6147617483418,6.319013186279653,3.456700137664943,Delayed
SHP00176,2025-06-25,Road,Central,523.919634174303,75.69157650659753,1521.4027584847217,110.92339779391345,2.9364559856348,2.5223816533964305,Delayed
SHP00177,2025-06-26,Rail,East,1456.582651820827,31.56951601454729,2031.884696256702,328.88347073239606,8.546429968276716,3.1992925179856515,Delayed
SHP00178,2025-06-27,Road,South,477.52933702551036,98.29843349343165,1654.9977466876103,150.9531692646502,4.445836309301209,3.942068404912585,Delayed
SHP00179,2025-06-28,Sea,East,788.6416550196789,63.772397623515374,1319.974472206697,202.80524684150797,9.685447785350014,1.005625988823082,Delayed
SHP00180,2025-06-29,Road,South,1020.2538639506594,54.05512202633894,2239.810150033317,299.94635776982483,3.6763315633150278,-0.03137478355148138,On-Time
SHP00181,2025-06-30,Road,East,523.4873201661532,42.00902043188015,1596.6532466992198,122.55876960927512,4.291803160216592,-2.0,On-Time
SHP00182,2025-07-01,Road,Central,301.4833714982474,61.9297365968261,1044.084309799681,73.80587042106139,2.6293791113224896,-0.24526351303949645,On-Time
SHP00183,2025-07-02,Sea,Central,348.68706958588035,66.00123141010687,409.20504854379715,121.48994453305589,6.613445838193805,0.13777899417275952,Delayed
SHP00184,2025-07-03,Sea,North,550.2388940251277,81.49360996733103,1159.794035612169,122.20525479660891,9.008359330765309,-1.8742114333106379,On-Time
SHP00185,2025-07-04,Road,East,524.0709665761387,40.430673436498196,1455.9927250589628,139.45401810087478,4.0524700266824345,0.4044394971073401,Delayed
SHP00186,2025-07-05,Rail,West,659.994279278137,44.27461043207795,1007.694103312808,213.5400919755816,7.834207856134631,-2.0,On-Time
SHP00187,2025-07-06,Air,North,912.7510525818371,139.79489619109552,5077.725627771346,201.41490027756933,3.29304591151139,3.283330840867924,Delayed
SHP00188,2025-07-07,Rail,East,1097.023755957626,32.96804191979243,1454.114386556552,274.89916640250306,8.170265032361522,1.5645611729478996,Delayed
SHP00189,2025-07-08,Rail,East,1165.8214160386494,110.9742924358506,2125.3085172366145,331.75257614485855,6.094429395761949,-0.649009222095785,On-Time
SHP00190,2025-07-09,Road,North,1908.2667185732728,25.439341834056165,3566.4845710484415,499.58801626458364,7.681236785532148,0.9721015195652127,Delayed
SHP00191,2025-07-10,Road,Central,397.25844410695834,109.34154571876392,1726.1921490950194,102.53851637108116,4.937993910284275,-2.0,On-Time
